timestamp,participant_id,test_type,pattern_name,run_number,expected_finger_sequence,expected_key_sequence,expected_channel_sequence,sent_command_sequence,response_key_sequence,response_length,was_correct,successful_run,first_key_latency_sec,completion_latency_sec,stimulus_start_perf_counter
2026-04-02T01:26:13,9,single_finger,single_trial_03,1,middle,d,2,SC2,,0,False,False,,,573146.611949
2026-04-02T01:26:23,9,single_finger,single_trial_03,2,middle,d,2,SC2,d,1,True,True,0.5258,0.5258,573164.233649
2026-04-02T01:26:29,9,single_finger,single_trial_01,1,pinky,a,0,SC0,a,1,True,True,0.4686,0.4686,573171.032773
2026-04-02T01:26:37,9,single_finger,single_trial_04,1,index,f,3,SC3,f,1,True,True,0.2592,0.2592,573178.632159
2026-04-02T01:26:44,9,single_finger,single_trial_05,1,thumb,space,4,SC4,space,1,True,True,0.0308,0.0308,573186.196534
2026-04-02T01:26:51,9,single_finger,single_trial_02,1,ring,s,1,SC1,s,1,True,True,0.445,0.445,573192.749689
2026-04-02T01:27:00,9,consistency,consistency_trial_10,1,thumb,space,4,SC4,space,1,True,True,0.0274,0.0274,573202.004004
2026-04-02T01:27:07,9,consistency,consistency_trial_09,1,index,f,3,SC3,f,1,True,True,0.4253,0.4253,573208.2599
2026-04-02T01:27:14,9,consistency,consistency_trial_05,1,thumb,space,4,SC4,space,1,True,True,0.6707,0.6707,573215.180881
2026-04-02T01:27:20,9,consistency,consistency_trial_02,1,ring,s,1,SC1,s,1,True,True,0.1674,0.1674,573222.034571
2026-04-02T01:27:27,9,consistency,consistency_trial_03,1,middle,d,2,SC2,d,1,True,True,0.2313,0.2313,573228.450492
2026-04-02T01:27:33,9,consistency,consistency_trial_06,1,pinky,a,0,SC0,a,1,True,True,0.1658,0.1658,573234.73891
2026-04-02T01:27:39,9,consistency,consistency_trial_01,1,pinky,a,0,SC0,a,1,True,True,0.0267,0.0267,573241.242441
2026-04-02T01:27:46,9,consistency,consistency_trial_04,1,index,f,3,SC3,f,1,True,True,0.1244,0.1244,573248.101494
2026-04-02T01:27:53,9,consistency,consistency_trial_07,1,ring,s,1,SC1,s,1,True,True,0.069,0.069,573255.169758
2026-04-02T01:28:00,9,consistency,consistency_trial_08,1,middle,d,2,SC2,f,1,False,False,1.1858,1.1858,573261.243784
2026-04-02T01:28:12,9,consistency,consistency_trial_08,2,middle,d,2,SC2,d,1,True,True,0.4842,0.4842,573273.70247
2026-04-02T01:28:27,9,sequence,sequence_trial_03,1,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,f-d-s-a-space,5,False,False,0.9404,4.3792,573282.75008
2026-04-02T01:28:40,9,sequence,sequence_trial_03,2,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,f-space-a-f-space,5,False,False,0.0169,3.9031,573295.943328
2026-04-02T01:29:01,9,sequence,sequence_trial_03,3,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,space-f-d-s-a,5,False,False,1.1212,3.5683,573317.99946
2026-04-02T01:29:43,9,sequence,sequence_trial_03,4,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,d-f-space-a-s,5,False,False,2.7101,5.4023,573357.377833
2026-04-02T01:29:54,9,sequence,sequence_trial_03,5,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,s-d-f-space-a,5,False,False,1.092,3.4496,573370.911483
2026-04-02T01:30:06,9,sequence,sequence_trial_08,1,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,a-s-d-f-space,5,False,False,0.2929,2.4944,573383.595084
2026-04-02T01:30:15,9,sequence,sequence_trial_08,2,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,a-f-d-s-space,5,False,False,0.9291,2.8491,573392.039691
2026-04-02T01:30:38,9,sequence,sequence_trial_08,3,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,s-space-f-d-a,5,False,False,1.7229,4.3541,573414.188105
2026-04-02T01:30:51,9,sequence,sequence_trial_08,4,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,space-f-s-a-d,5,False,False,1.0328,5.341,573425.730106
2026-04-02T01:31:54,9,sequence,sequence_trial_08,5,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,space-d-s-a-s,5,False,False,1.031,4.4941,573489.698306
2026-04-02T01:32:05,9,sequence,sequence_trial_01,1,pinky-ring-middle-index-thumb,a-s-d-f-space,0-1-2-3-4,SC0|SC1|SC2|SC3|SC4,a-s-d-f-space,5,True,True,1.0023,3.1997,573502.477073
2026-04-02T01:32:21,9,sequence,sequence_trial_07,1,pinky-index-ring-thumb-middle,a-f-s-space-d,0-3-1-4-2,SC0|SC3|SC1|SC4|SC2,s-a-d-f-space,5,False,False,0.6854,5.4781,573515.702442
2026-04-02T01:32:32,9,sequence,sequence_trial_07,2,pinky-index-ring-thumb-middle,a-f-s-space-d,0-3-1-4-2,SC0|SC3|SC1|SC4|SC2,a-f-d-space-s,5,False,False,0.579,2.5468,573529.626064
2026-04-02T01:32:42,9,sequence,sequence_trial_07,3,pinky-index-ring-thumb-middle,a-f-s-space-d,0-3-1-4-2,SC0|SC3|SC1|SC4|SC2,a-f-d-s-space,5,False,False,0.325,2.1422,573540.00593
2026-04-02T01:32:52,9,sequence,sequence_trial_07,4,pinky-index-ring-thumb-middle,a-f-s-space-d,0-3-1-4-2,SC0|SC3|SC1|SC4|SC2,a-f-s-d-space,5,False,False,0.5477,3.6832,573548.764308
2026-04-02T01:33:22,9,sequence,sequence_trial_07,5,pinky-index-ring-thumb-middle,a-f-s-space-d,0-3-1-4-2,SC0|SC3|SC1|SC4|SC2,a-f-s-d-space,5,False,False,1.7994,4.0285,573578.685787
2026-04-02T01:33:35,9,sequence,sequence_trial_06,1,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-f-s-d-a,5,False,False,0.331,3.55,573591.678587
2026-04-02T01:33:52,9,sequence,sequence_trial_06,2,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-f-d-s-a,5,False,False,0.5005,2.6088,573609.680435
2026-04-02T01:34:02,9,sequence,sequence_trial_06,3,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-f-d-s-a,5,False,False,0.9115,2.888,573619.733759
2026-04-02T01:34:14,9,sequence,sequence_trial_06,4,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-s-f-d-a,5,False,False,1.7648,4.1117,573630.346838
2026-04-02T01:34:28,9,sequence,sequence_trial_06,5,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-f-d-s-a,5,False,False,5.0877,7.1056,573641.219079
2026-04-02T01:34:45,9,sequence,sequence_trial_04,1,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,space-a-f-d-f,5,False,False,1.3162,3.7726,573661.322629
2026-04-02T01:34:56,9,sequence,sequence_trial_04,2,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,space-a-f-s-d,5,False,False,1.5029,4.9181,573671.174636
2026-04-02T01:35:08,9,sequence,sequence_trial_04,3,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,space-a-f-space-s,5,False,False,0.2501,2.6086,573685.669386
2026-04-02T01:35:20,9,sequence,sequence_trial_04,4,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,space-a-s-s-s,5,False,False,1.1597,3.5633,573697.088901
2026-04-02T01:35:32,9,sequence,sequence_trial_04,5,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,space-a-s-s-s,5,False,False,1.3989,5.3007,573707.29437
2026-04-02T01:35:47,9,sequence,sequence_trial_05,1,pinky-middle-thumb-ring-index,a-d-space-s-f,0-2-4-1-3,SC0|SC2|SC4|SC1|SC3,a-f-d-s-space,5,False,False,1.1903,4.3913,573722.454744
2026-04-02T01:36:41,9,sequence,sequence_trial_05,2,pinky-middle-thumb-ring-index,a-d-space-s-f,0-2-4-1-3,SC0|SC2|SC4|SC1|SC3,a-space-f-d-s,5,False,False,0.2886,2.377,573779.336151
