timestamp,participant_id,test_type,pattern_name,run_number,expected_finger_sequence,expected_key_sequence,expected_channel_sequence,sent_command_sequence,response_key_sequence,response_length,was_correct,successful_run,first_key_latency_sec,completion_latency_sec,stimulus_start_perf_counter
2026-04-02T01:46:34,10,single_finger,single_trial_05,1,thumb,space,4,SC4,space,1,True,True,0.1886,0.1886,574376.262698
2026-04-02T01:46:43,10,single_finger,single_trial_01,1,pinky,a,0,SC0,a,1,True,True,0.1452,0.1452,574385.306519
2026-04-02T01:46:50,10,single_finger,single_trial_03,1,middle,d,2,SC2,d,1,True,True,0.1341,0.1341,574392.260311
2026-04-02T01:46:57,10,single_finger,single_trial_02,1,ring,s,1,SC1,s,1,True,True,0.3562,0.3562,574398.738748
2026-04-02T01:47:04,10,single_finger,single_trial_04,1,index,f,3,SC3,f,1,True,True,0.004,0.004,574406.237685
2026-04-02T01:47:23,10,consistency,consistency_trial_10,1,thumb,space,4,SC4,space,1,True,True,7.9371,7.9371,574416.923895
2026-04-02T01:47:32,10,consistency,consistency_trial_09,1,index,f,3,SC3,f,1,True,True,1.9264,1.9264,574432.729099
2026-04-02T01:47:41,10,consistency,consistency_trial_03,1,middle,d,2,SC2,d,1,True,True,1.8365,1.8365,574440.989106
2026-04-02T01:47:47,10,consistency,consistency_trial_02,1,ring,s,1,SC1,s,1,True,True,0.0485,0.0485,574448.760259
2026-04-02T01:47:53,10,consistency,consistency_trial_08,1,middle,d,2,SC2,d,1,True,True,0.1528,0.1528,574455.421274
2026-04-02T01:48:00,10,consistency,consistency_trial_05,1,thumb,space,4,SC4,space,1,True,True,0.9275,0.9275,574461.595988
2026-04-02T01:48:07,10,consistency,consistency_trial_01,1,pinky,a,0,SC0,a,1,True,True,0.0622,0.0622,574469.338068
2026-04-02T01:48:13,10,consistency,consistency_trial_07,1,ring,s,1,SC1,s,1,True,True,0.0287,0.0287,574475.446028
2026-04-02T01:48:20,10,consistency,consistency_trial_04,1,index,f,3,SC3,f,1,True,True,0.2016,0.2016,574481.699253
2026-04-02T01:48:26,10,consistency,consistency_trial_06,1,pinky,a,0,SC0,a,1,True,True,0.1808,0.1808,574488.046862
2026-04-02T01:48:43,10,sequence,sequence_trial_08,1,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,space-s-d-a-space,5,False,False,5.2652,7.1684,574496.077076
2026-04-02T01:48:53,10,sequence,sequence_trial_08,2,thumb-ring-index-middle-pinky,space-s-f-d-a,4-1-3-2-0,SC4|SC1|SC3|SC2|SC0,space-s-f-d-a,5,True,True,0.7199,2.6577,574510.403315
2026-04-02T01:49:04,10,sequence,sequence_trial_03,1,middle-index-thumb-ring-pinky,d-f-space-s-a,2-3-4-1-0,SC2|SC3|SC4|SC1|SC0,d-f-space-s-a,5,True,True,0.9887,3.0036,574521.477027
2026-04-02T01:49:16,10,sequence,sequence_trial_04,1,pinky-thumb-ring-index-middle,a-space-s-f-d,0-4-1-3-2,SC0|SC4|SC1|SC3|SC2,a-space-s-f-d,5,True,True,1.5471,3.2592,574533.01891
2026-04-02T01:49:28,10,sequence,sequence_trial_02,1,thumb-index-middle-ring-pinky,space-f-d-s-a,4-3-2-1-0,SC4|SC3|SC2|SC1|SC0,space-f-d-s-a,5,True,True,0.8818,2.4671,574546.291013
2026-04-02T01:49:41,10,sequence,sequence_trial_01,1,pinky-ring-middle-index-thumb,a-s-d-f-space,0-1-2-3-4,SC0|SC1|SC2|SC3|SC4,a-s-d-f-space,5,True,True,0.9617,2.5268,574558.638955
2026-04-02T01:49:53,10,sequence,sequence_trial_06,1,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-f-a-s-d,5,False,False,1.2163,3.7313,574569.439171
2026-04-02T01:50:02,10,sequence,sequence_trial_06,2,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-a-f-s-d,5,False,False,0.6899,2.8577,574579.524689
2026-04-02T01:50:19,10,sequence,sequence_trial_06,3,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-a-f-s-d,5,False,False,2.1571,4.9322,574594.178071
2026-04-02T01:50:29,10,sequence,sequence_trial_06,4,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-s-f-a-d,5,False,False,0.9546,3.0506,574606.096178
2026-04-02T01:52:00,10,sequence,sequence_trial_06,5,thumb-middle-pinky-index-ring,space-d-a-f-s,4-2-0-3-1,SC4|SC2|SC0|SC3|SC1,space-d-a-f-s,5,True,True,1.2976,4.0912,574696.565189
2026-04-02T01:52:12,10,sequence,sequence_trial_05,1,pinky-middle-thumb-ring-index,a-d-space-s-f,0-2-4-1-3,SC0|SC2|SC4|SC1|SC3,a-d-space-d-f,5,False,False,1.0068,3.9208,574708.458213
